issuerId;ISSUER_NAME;ISSUER_TICKER;ISSUER_CNTRY_DOMICILE_NAME;ISSUER_CNTRY_DOMICILE;IVA_INDUSTRY;IVA_INDUSTRY_CODE;GICS_SUB_IND;IVA_COMPANY_RATING;INDUSTRY_ADJUSTED_SCORE;AGR_RATING;GOVERNANCE_SCORE;OVERALL_FLAG;ABORT_TIE;CONTRA_TIE;AE_TIE;ALC_TIE;FIREARM_TIE;GAM_TIE;NUC_TIE;TOB_TIE;WEAP_GTIE;CB_TIE;LM_TIE
IID000000002684564;GROUPE WSP GLOBAL INC.;WSP;Canada;CA;Construction & Engineering;12899;Construction & Engineering;AA;7.6;Average;8.60;Green;;;;;;;true;;;;
IID000000002624585;GROUPON, INC.;GRPN;United States of America;US;Retail - Consumer Discretionary;15696;Internet & Direct Marketing Retail;BB;4.0;Average;5.30;Green;;;;;;;;;;;
IID000000002178304;GROWTHPOINT PROPERTIES AUSTRALIA LIMITED;GOZ;Australia;AU;Real Estate Management & Services;15699;Diversified REITs;BBB;5.7;Average;8.10;Green;;;;;;;;;;;
IID000000002200891;GROWTHPOINT PROPERTIES LIMITED;GRT;South Africa;ZA;Real Estate Management & Services;15699;Diversified REITs;AA;7.6;;6.30;Green;;;;;;;;;;;
IID000000002690964;GRUBHUB INC.;GRUB;United States of America;US;Software & Services;15356;Internet & Direct Marketing Retail;B;1.6;Average;5.10;Green;;;;;;;;;;;
IID000000002134774;GRUMA, S.A.B. DE C.V.;GRUMAB;Mexico;MX;Food Products;12915;Packaged Foods & Meats;BB;3.2;Average;4.50;Green;;;;;;;;;;;
IID000000002239273;GRUPA AZOTY SPOLKA AKCYJNA;ATT;Poland;PL;Specialty Chemicals;12945;Fertilizers & Agricultural Chemicals;CCC;0.5;Conservative;5.30;Green;;;;true;;;;;;;
IID000000002126518;GRUPA LOTOS SPOLKA AKCYJNA;LTS;Poland;PL;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Refining & Marketing;BB;3.5;Average;5.60;Green;;;;;;;;;;;
IID000000002190588;GRUPA ZYWIEC SPOLKA AKCYJNA;ZWC;Poland;PL;Beverages;15689;Brewers;;;Average;;;;;;true;;;;;;;
IID000000002154150;GRUPE, S.A.B. DE C.V.;CIDMEGA*;Mexico;MX;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;;;;
IID000000002168393;GRUPO BIMBO, S.A.B. DE C.V.;BIMBOA;Mexico;MX;Food Products;12915;Packaged Foods & Meats;BBB;5.3;Average;3.80;Orange;;;;;;;;;;;
IID000000002168394;GRUPO CARSO, S.A.B. DE C.V.;GCARSOA1;Mexico;MX;Industrial Conglomerates;12923;Industrial Conglomerates;CCC;0.0;Average;4.20;Green;;;;true;;;;true;;;
IID000000002240529;GRUPO COMERCIAL CHEDRAUI, S.A.B. DE C.V.;CHDRAUIB;Mexico;MX;Retail - Food & Staples;15697;Food Retail;B;1.6;Average;3.50;Green;;;;true;;;;true;;;
IID000000002356694;GRUPO GICSA, S.A.B. DE C.V.;GICSAB;Mexico;MX;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;;;;2.60;Green;;;;true;;;;;;;
IID000000002134799;GRUPO GIGANTE S.A.B. de C.V.;GIGANTE*;Mexico;MX;Retail - Food & Staples;15697;Hypermarkets & Super Centers;;;Aggressive;;;;;;true;;;;;;;
IID000000002151489;GRUPO MODELO, S. DE R.L. DE C.V.;GPMCF;Mexico;MX;Beverages;15689;Brewers;;;;;;;;;true;;;;true;;;
IID000000002168422;GRUPO NUTRESA S.A.;NUTRESA;Colombia;CO;Food Products;12915;Packaged Foods & Meats;A;7.1;Aggressive;4.10;Green;;;;true;;;;;;;
IID000000002168424;GRUPO PALACIO DE HIERRO, S.A.B. DE C.V.;GPH1;Mexico;MX;Retail - Consumer Discretionary;15696;Department Stores;;;Conservative;;;;;;true;;;;;;;
IID000000002151463;GRUPO POSADAS, S.A.B. DE C.V.;POSADASA;Mexico;MX;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;B;1.7;Aggressive;4.10;Green;;;;true;;;;true;;;
IID000000002168431;GRUPO TELEVISA, S.A.B.;TLEVISACPO;Mexico;MX;Media & Entertainment;15706;Cable & Satellite;CCC;0.7;;1.90;Yellow;;;true;true;;true;;;;;
IID000000002135460;GS Engineering & Construction Corp;006360;South Korea;KR;Construction & Engineering;12899;Construction & Engineering;BBB;5.1;Average;5.00;Yellow;;;;;;;true;;;;
IID000000002126597;GS Holdings Corp.;078930;South Korea;KR;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Refining & Marketing;A;6.3;Aggressive;3.40;Green;;;;true;;;;true;;;
IID000000002244210;GS Retail Co.,Ltd;007070;South Korea;KR;Retail - Food & Staples;15697;Food Retail;B;1.6;Average;4.40;Green;;;;true;;;;true;;;
IID000000002171600;GSH CORPORATION LIMITED;BDX;Singapore;SG;Real Estate Development & Diversified Activities;13198;Real Estate Development;;;Aggressive;;;;;;true;;;;true;;;
IID000000002644237;GT CAPITAL HOLDINGS, INC.;GTCAP;Philippines;PH;Diversified Financials;15491;Multi-Sector Holdings;B;1.5;Aggressive;3.70;Green;;;;;;;;;;;
IID000000002126814;GTT COMMUNICATIONS, INC.;GTT;United States of America;US;Software & Services;15356;Internet Services & Infrastructure;B;2.6;Average;5.90;Green;;;;;;;;;;;
IID000000002140880;GTX Inc;GTXI;United States of America;US;Biotechnology;12892;Biotechnology;;;Conservative;4.30;Green;;;;;;;;;;;
IID000000002143002;GUANGDONG INVESTMENT LIMITED;270;Hong Kong;HK;Utilities;15700;Water Utilities;CCC;0.0;Aggressive;4.20;Green;;;;true;;;;;;;
IID000000002149301;GUANGDONG TANNERY LIMITED;1058;Hong Kong;HK;Textiles, Apparel & Luxury Goods;13201;Apparel, Accessories & Luxury Goods;;;Aggressive;;;;;;true;;;;;;;
IID000000002150266;GUANGNAN (HOLDINGS) LIMITED;1203;Hong Kong;HK;Steel;12947;Steel;;;Conservative;;;;;;true;;;;true;;;
IID000000002168493;GUARANTY BANCSHARES, INC.;GNTY;United States of America;US;Banks;15698;Regional Banks;;;Conservative;6.80;Green;;;;;;;;;;;
IID000000002168491;GUARANTY TRUST BANK PLC;GUARANTY;Nigeria;NG;Banks;15698;Diversified Banks;AA;7.4;Aggressive;4.30;Green;;;;;;;;;;;
IID000000002142204;GUESS ?, INC.;GES;United States of America;US;Retail - Consumer Discretionary;15696;Apparel Retail;BB;4.0;Average;3.40;Yellow;;;;;;;;;;;
IID000000002636324;GUIDEWIRE SOFTWARE, INC.;GWRE;United States of America;US;Software & Services;15356;Application Software;BBB;4.7;Average;5.40;Green;;;;;;;;;;;
IID000000002144712;GULF GENERAL INVESTMENTS CO. (P.S.C);GGICO;United Arab Emirates;AE;Diversified Financials;15491;Multi-Sector Holdings;;;Average;;;;;;true;;;;;;;
IID000000002168571;GULF KEYSTONE PETROLEUM LIMITED;GKP;Bermuda;BM;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;BB;3.0;Average;7.30;Green;;;;;;;;;;;
IID000000002200899;GULF POWER COMPANY;NEE;United States of America;US;Utilities;15700;Electric Utilities;;;Conservative;4.40;Green;;;;;;;true;;;;
IID000000002124347;GULFPORT ENERGY CORPORATION;GPOR;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;BB;3.0;Conservative;7.80;Green;;;;;;;;;;;
IID000000002168593;GUOCO GROUP LIMITED;53;Hong Kong;HK;Asset Management & Custody Banks;15576;Industrial Conglomerates;;;Average;;;;;;true;;true;;true;;;
IID000000002168594;GUOCOLAND (MALAYSIA) BERHAD;GUOCO;Malaysia;MY;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;;;;;;;;;true;;true;;true;;;
IID000000002168596;GUOCOLAND LIMITED;F17;Singapore;SG;Real Estate Development & Diversified Activities;13198;Real Estate Development;BBB;4.3;Average;4.50;Green;;;;true;;true;;true;;;
IID000000002261365;GUOSEN SECURITIES CO., LTD.;002736;China;CN;Investment Banking & Brokerage;15359;Investment Banking & Brokerage;B;2.2;Average;5.30;Green;;;;;;;;;;;
IID000000002140154;GUOYUAN SECURITIES COMPANY LIMITED;000728;China;CN;Investment Banking & Brokerage;15359;Investment Banking & Brokerage;CCC;0.8;Average;6.40;Green;;;;;;;;;;;
IID000000002609331;GVC HOLDINGS PLC;GVC;Isle of Man;IM;Casinos & Gaming;15692;Casinos & Gaming;BBB;5.5;;6.10;Yellow;;;;;;true;;;;;
IID000000002126605;GWA GROUP LIMITED;GWA;Australia;AU;Building Products;12894;Building Products;BBB;5.4;Average;7.40;Green;;;;;;;;;;;
IID000000002128241;Gage Roads Brewing Co Ltd;GRB;Australia;AU;Beverages;15689;Brewers;;;Average;;;;;;true;;;;;;;
IID000000002167355;Galadari Hotels (Lanka) PLC;GHLL.N0000;Sri Lanka;LK;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;;;;
IID000000002139198;Galaxy Gaming Inc;GLXZ;United States of America;US;Casinos & Gaming;15692;Casinos & Gaming;;;Aggressive;;;;;;;;true;;;;;
IID000000002167376;Gallant Venture Ltd.;5IG;Singapore;SG;Retail - Consumer Discretionary;15696;Automotive Retail;;;Aggressive;;;;;;true;;;;true;;;
IID000000002167383;Galp Energia, SGPS, S.A.;GALP;Portugal;PT;Integrated Oil & Gas;12929;Integrated Oil & Gas;AAA;10.0;Average;7.10;Green;;;;;;;;true;;;
IID000000002613332;Gamecard Joyco Holdings Inc;6249;Japan;JP;Casinos & Gaming;15692;Casinos & Gaming;;;Aggressive;;;;;;;;true;;;;;
IID000000002200823;Gamehost Inc.;GH;Canada;CA;Casinos & Gaming;15692;Casinos & Gaming;;;Average;;;;;;true;;true;;true;;;
IID000000002126489;Games Workshop Group PLC;GAW;United Kingdom;GB;Leisure Products;12932;Leisure Products;BBB;5.2;Average;7.70;Green;;;;;;;;;;;
IID000000002128265;Gaming Realms PLC;GMR;United Kingdom;GB;Software & Services;15356;Interactive Home Entertainment;;;Very Aggressive;;;;;;;;true;;;;;
IID000000002678615;Gaming and Leisure Properties, Inc.;GLPI;United States of America;US;Real Estate Management & Services;15699;Specialized REITs;B;2.2;Aggressive;5.50;Green;;;;true;;true;;true;;;
IID000000002591362;Gamzio Mobile Inc;MDMN;United States of America;US;Casinos & Gaming;15692;Casinos & Gaming;;;;;;;;;;;true;;;;;
IID000000002167422;Gansu Huangtai Wine-marketing Industry Co., Ltd.;000995;China;CN;Beverages;15689;Distillers & Vintners;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002138301;Gansu Yasheng Industrial (Group) Co., Ltd.;600108;China;CN;Food Products;12915;Agricultural Products;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002132648;Garmin Ltd.;GRMN;Switzerland;CH;Household Durables;12922;Consumer Electronics;BBB;5.4;Aggressive;7.50;Green;;;;;;;;;;;
IID000000002167466;Gas Natural BAN, S.A.;GBAN3;Argentina;AR;Utilities;15700;Gas Utilities;;;Average;;;;;;;;;true;;;;
IID000000002129236;Gayatri BioOrganics Ltd;524564;India;IN;Food Products;12915;Packaged Foods & Meats;;;;;;;;;;;;;true;;;
IID000000002134674;Geberit AG;GEBN;Switzerland;CH;Building Products;12894;Building Products;AA;8.0;Aggressive;7.40;Green;;;;;;;;;;;
IID000000002125041;Gemdale Corporation;600383;China;CN;Real Estate Development & Diversified Activities;13198;Real Estate Development;B;1.7;;6.50;Green;;;;true;;;;;;;
IID000000002167566;General Investment Company PSC;GENI;Jordan;JO;Beverages;15689;Brewers;;;Average;;;;;;true;;;;;;;
IID000000002724801;General Oyster Inc;;Japan;JP;;;Restaurants;;;;;;;;;true;;;;;;;
IID000000002823169;Genky DrugStores Co., Ltd.;9267;Japan;JP;Retail - Food & Staples;15697;Drug Retail;;;;;Green;;;;true;;;;;;;
IID000000002344807;Genomma Lab Internacional, S.A.B. de C.V;LABB;Mexico;MX;Pharmaceuticals;12939;Pharmaceuticals;;;Very Aggressive;4.10;Yellow;;true;;;;;;;;;
IID000000002750477;Genscript Biotech Corp;1548;China;CN;Health Care Equipment & Supplies;12917;Life Sciences Tools & Services;A;6.3;Average;5.70;Green;;;;;;;;;;;
IID000000002696933;Genworth Mortgage Insurance Australia Ltd;GMA;Australia;AU;Banks;15698;Thrifts & Mortgage Finance;A;7.0;Average;7.70;Green;;;;;;;;;;;
IID000000002126289;GeoVision Inc.;3356;Taiwan;TW;Electronic Equipment, Instruments & Components;12911;Electronic Equipment & Instruments;;;Average;;;;;;;;true;;;;;
IID000000002126564;Gerard Perrier Industrie SA;PERR;France;FR;Electrical Equipment;12910;Electrical Components & Equipment;;;Average;;;;;;;;;true;;;;
IID000000002175556;Getac Technology Corporation;3005;Taiwan;TW;Technology Hardware, Storage & Peripherals;12898;Technology Hardware, Storage & Peripherals;;;Conservative;;Green;;;;;;;;;true;;
IID000000002142970;Geumhwa PSC Co Ltd;036190;South Korea;KR;Construction & Engineering;12899;Construction & Engineering;;;Average;;;;;;;;;true;;;;
IID000000002611317;Giant Network Group Co Ltd;002558;China;CN;Media & Entertainment;15706;Interactive Home Entertainment;CCC;1.1;Aggressive;5.00;Green;;;;;;;;;;;
IID000000002818226;Gima TT SpA;GIMA;Italy;IT;Industrial Machinery;12924;Industrial Machinery;B;1.9;;6.60;Green;;;;;;;;true;;;
IID000000002167764;Ginger Beef Corp;GB;Canada;CA;Food Products;12915;Packaged Foods & Meats;;;Average;;;;;;true;;;;;;;
IID000000002167778;Givaudan SA;GIVN;Switzerland;CH;Specialty Chemicals;12945;Specialty Chemicals;AAA;10.0;Aggressive;8.30;Green;;;;true;;;;true;;;
IID000000002732846;Glaukos Corp;GKOS;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Equipment;BBB;4.8;Conservative;6.20;Green;;;;;;;;;;;
IID000000002131710;Glaxo Smithkline Bangladesh Ltd;GLAXOSMITH;Bangladesh;BD;Pharmaceuticals;12939;Pharmaceuticals;;;Average;;;true;;;;;;;;;;
IID000000002124554;GlaxoSmithKline Consumer Healthcare Ltd;GSKCONS;India;IN;Food Products;12915;Packaged Foods & Meats;;;Average;5.10;Green;true;;;;;;;;;;
IID000000002167797;GlaxoSmithKline SAE;BIOC;Egypt;EG;Pharmaceuticals;12939;Pharmaceuticals;;;Average;;;true;;;;;;;;;;
IID000000002150191;Glg Life Tech Corp;GLG;Canada;CA;Food Products;12915;Packaged Foods & Meats;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002737805;Global Blood Therapeutics Inc;GBT;United States of America;US;Biotechnology;12892;Biotechnology;BBB;4.4;Average;6.00;Green;;;;;;;;;;;
IID000000002819266;Global Gaming 555 AB;;Sweden;SE;Casinos & Gaming;15692;Casinos & Gaming;;;;;;;;;;;true;;;;;
IID000000002805908;Global Green Chemicals PCL;GGC;Thailand;TH;Specialty Chemicals;12945;Specialty Chemicals;;;Average;;Green;;;;;;;;true;;;
IID000000002393187;Global Water Resources Inc;GWRS;United States of America;US;Utilities;15700;Water Utilities;;;Average;5.40;Green;;;;;;;;;;;
IID000000002167245;Global-Dining Inc;7625;Japan;JP;Restaurants;15693;Restaurants;;;Average;;;;;;true;;;;true;;;
IID000000002167933;Globe Telecom, Inc.;GLO;Philippines;PH;Telecommunication Services;15705;Wireless Telecommunication Services;BBB;5.5;Average;3.00;Green;;;;;;;;;;;
IID000000002844762;Globrands Group Ltd;;Israel;IL;Retail - Consumer Discretionary;15696;Distributors;;;;;;;;;;;;;true;;;
IID000000002151635;Glow Energy Public Company Limited;GLOW;Thailand;TH;Utilities;15700;Independent Power Producers & Energy Traders;BB;3.0;Conservative;5.10;Green;;;;;;;;;;;
IID000000002678616;GlycoMimetics Inc;GLYC;United States of America;US;Biotechnology;12892;Biotechnology;BB;3.6;Average;4.80;Green;;;;;;;;;;;
IID000000002200869;Goertek Inc.;002241;China;CN;Electronic Equipment, Instruments & Components;12911;Electronic Manufacturing Services;BB;3.5;Conservative;6.30;Green;;;;;;;;;;;
IID000000002137927;Gol Linhas Aereas Inteligentes S.A.;GOL;Brazil;BR;Airlines;12884;Airlines;BBB;4.8;Aggressive;4.80;Green;;;;true;;;;;;;
IID000000002754785;Gold Brands Investments Ltd;;South Africa;ZA;;;Restaurants;;;;;;;;;true;;;;;;;
IID000000002142962;Gold Fields Limited;GFI;South Africa;ZA;Metals and Mining - Precious Metals;15680;Gold;BBB;4.7;Average;7.40;Yellow;;;;;;;;;;;
IID000000002135089;Gold Resource Corp;GORO;United States of America;US;Metals and Mining - Precious Metals;15680;Gold;;;Conservative;7.10;Green;;;;;;;;;;;
IID000000002149469;Golden Entertainment, Inc.;GDEN;United States of America;US;Casinos & Gaming;15692;Casinos & Gaming;CCC;0.0;Average;4.80;Green;;;;true;;true;;;;;
IID000000002168026;Golden Guinea Brew Plc;GOLDBREW;Nigeria;NG;Beverages;15689;Brewers;;;;;;;;;true;;;;;;;
IID000000002168032;Golden Land Property Development Public Company Limited;GOLD;Thailand;TH;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;;;;5.80;Green;;;;true;;;;;;;
IID000000002149474;Golden Tobacco Ltd;GOLDENTOBC;India;IN;Tobacco;15688;Tobacco;;;;;;;;;;;;;true;;;
IID000000002168092;Gooch & Housego PLC;GHH;United Kingdom;GB;Electronic Equipment, Instruments & Components;12911;Electronic Manufacturing Services;;;Average;;;;;;;;;;;true;;
IID000000002924981;Goodman Group;GMG;Australia;AU;Real Estate Management & Services;15699;Industrial REITs;AA;7.3;Average;6.50;Green;;;;;;;;;;;
IID000000002811242;Goricane dd Medvode;;Slovenia;SI;;;;;;;;;;;;;;;;true;;;
IID000000002936615;Gossamer Bio Inc;GOSS;United States of America;US;Biotechnology;12892;Biotechnology;;;;;;;;;;;;;;;;
IID000000002168129;Gotse Delchev Tabac AD;4GD;Bulgaria;BG;;;Tobacco;;;;;;;;;;;;;true;;;
IID000000002845612;Grace Wine Holdings Ltd;;China;CN;;;Distillers & Vintners;;;;;;;;;true;;;;;;;
IID000000002404125;GraceKennedy Limited;;Jamaica;JM;Retail - Food & Staples;15697;Food Distributors;;;;;;;;;true;;;;;;;
IID000000002200880;Grafton Group plc;GFTU;Ireland;IE;Trading Companies & Distributors;12951;Trading Companies & Distributors;AA;8.3;Conservative;7.90;Green;;;;;;;;;;;
IID000000002571511;Grameenphone Ltd.;GP;Bangladesh;BD;Wireless Telecommunication Services;13200;Wireless Telecommunication Services;;;Average;;;;;true;;;;;;;;
IID000000002452682;Grand Korea Leisure Co.,Ltd;114090;South Korea;KR;Casinos & Gaming;15692;Casinos & Gaming;;;Aggressive;;Green;;;;true;;true;;;;;
IID000000002344835;Grand Parade Investments Ltd;GPL;South Africa;ZA;Casinos & Gaming;15692;Restaurants;;;Average;;;;;;;;true;;;;;
IID000000002143079;Grande Asset Hotels and Property Public Company Limited;GRAND;Thailand;TH;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Aggressive;;;;;;true;;;;;;;
IID000000002125033;Great Canadian Gaming Corporation;GC;Canada;CA;Casinos & Gaming;15692;Casinos & Gaming;BBB;5.3;Average;7.30;Green;;;;true;;true;;;;;
IID000000002140939;Great Wall Motor Company Limited;601633;China;CN;Automobiles;12886;Automobile Manufacturers;CCC;1.3;Average;3.80;Green;;;;;;;;;;;
IID000000002151804;Greattown Holdings Ltd.;600094;China;CN;Real Estate Development & Diversified Activities;13198;Real Estate Development;;;;;;;;;true;;;;true;;;
IID000000002168285;Gree Electric Appliances, Inc. of Zhuhai;000651;China;CN;Household Durables;12922;Household Appliances;BB;3.8;Aggressive;3.90;Green;;;;;;;;;;;
IID000000002137850;Green World Hotels Co., Ltd.;8077;Taiwan;TW;Specialty Chemicals;12945;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;;;;
IID000000002574679;Greenfield Farms Food Inc;;United States of America;US;Restaurants;15693;Restaurants;;;;;;;;;true;;;;;;;
IID000000002126726;Greenland Holdings Corporation Limited;600606;China;CN;Real Estate Development & Diversified Activities;13198;Real Estate Development;BB;3.3;;5.90;Green;;;;true;;;;true;;;
IID000000002752179;Greentown Service Group Co Ltd;2869;China;CN;Commercial Services & Supplies;12895;Diversified Support Services;BBB;5.4;Average;6.00;Green;;;;;;;;;;;
IID000000002142979;Grifols, S.A.;GRF;Spain;ES;Biotechnology;12892;Biotechnology;BBB;4.8;Aggressive;5.50;Green;;;;;;;;;;;
IID000000002145375;Grindeks AS;GRD1R;Latvia;LV;Pharmaceuticals;12939;Pharmaceuticals;;;Average;;;true;;;;;;;;;;
IID000000002923445;Gritstone Oncology Inc;GRTS;United States of America;US;Biotechnology;12892;Biotechnology;;;;;Green;;;;;;;;;;;
IID000000002144196;Groupe d'Alimentation MTY Inc.;MTY;Canada;CA;Restaurants;15693;Restaurants;A;7.0;Aggressive;5.90;Green;;;;true;;;;;;;
IID000000002616625;Grupo Aeromexico, S.A.B. de C.V.;AEROMEX*;Mexico;MX;Airlines;12884;Airlines;A;5.9;Conservative;5.30;Green;;;;true;;;;;;;
IID000000002168389;Grupo Aeroportuario del Centro Norte S.A.B. de C.V.;OMAB;Mexico;MX;Transportation Infrastructure;15355;Airport Services;BBB;5.3;Average;5.70;Green;;;;true;;;;;;;
IID000000002126515;Grupo Aeroportuario del Pacifico, S.A.B. de C.V.;GAPB;Mexico;MX;Transportation Infrastructure;15355;Airport Services;BB;3.3;Average;5.90;Green;;;;true;;;;true;;;
IID000000002168390;Grupo Aeroportuario del Sureste, S.A.B. de C.V.;ASURB;Mexico;MX;Transportation Infrastructure;15355;Airport Services;BBB;4.3;Average;3.70;Yellow;;;;true;;;;true;;;
IID000000002147177;Grupo Argos S.A.;GRUPOARGOS;Colombia;CO;Construction Materials;12901;Construction Materials;A;6.1;Aggressive;1.90;Green;;;;;;;;;;;
IID000000002168392;Grupo Aval Acciones y Valores S.A.;GRUPOAVAL;Colombia;CO;Banks;15698;Diversified Banks;B;1.9;Very Aggressive;0.10;Green;;;;;;;;;;;
IID000000002168408;Grupo Financiero Banorte, S.A.B. de C.V.;GFNORTEO;Mexico;MX;Banks;15698;Diversified Banks;A;5.9;Aggressive;5.10;Yellow;;;;;;;;;;;
IID000000002168410;Grupo Financiero Inbursa, S.A.B de C.V.;GFINBURO;Mexico;MX;Banks;15698;Diversified Banks;BB;3.0;Average;2.90;Green;;;;;;;;;;;
IID000000002678365;Grupo Hotelero Santa Fe SAB de CV;;Mexico;MX;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;;;;;;;true;;;;true;;;
IID000000002168420;Grupo Mexico, Sociedad Anonima Bursatil de Capital Variable;GMEXICOB;Mexico;MX;Metals and Mining - Non-Precious Metals;15679;Diversified Metals & Mining;CCC;0.9;Average;3.00;Red;;;;;;;;;;;
IID000000002168427;Grupo Sanborns, S.A.B. de C.V.;GSANBORB-1;Mexico;MX;Retail - Consumer Discretionary;15696;Department Stores;;;Average;;;;;;true;;;;true;;;
IID000000002185369;Grupo de Inversiones Suramericana S.A.;GRUPOSURA;Colombia;CO;Diversified Financials;15491;Multi-Sector Holdings;BBB;4.7;;2.60;Green;;;;true;;;;;;;
IID000000002143144;GuangYuYuan Chinese Herbal Medicine Co., Ltd.;;China;CN;Pharmaceuticals;12939;Pharmaceuticals;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002148579;Guangdong Guanghong Holdings Co., Ltd.;;China;CN;Food Products;12915;Packaged Foods & Meats;;;Average;;;;;;true;;;;;;;
IID000000002140035;Guangdong Highsun Group Co., Ltd.;;China;CN;Real Estate Management & Services;15699;Real Estate Operating Companies;;;;;;;;;true;;;;;;;
IID000000002189937;Guanghui Energy Co., Ltd.;600256;China;CN;Integrated Oil & Gas;12929;Integrated Oil & Gas;CCC;0.0;Aggressive;2.70;Green;;;;;;;;;;;
IID000000002149105;Guangshen Railway Company Limited;601333;China;CN;Road & Rail Transport;15357;Railroads;B;1.6;Conservative;3.90;Green;;;;true;;;;;;;
IID000000002264375;Guangzhou Automobile Group Co., Ltd;601238;China;CN;Automobiles;12886;Automobile Manufacturers;BBB;4.3;Conservative;6.10;Green;;;;;;;;;;;
IID000000002151564;Guangzhou Baiyun International Airport Company Limited;600004;China;CN;Transportation Infrastructure;15355;Airport Services;B;2.4;Conservative;3.60;Green;;;;true;;;;true;;;
IID000000002132579;Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited;600332;China;CN;Pharmaceuticals;12939;Pharmaceuticals;B;1.7;Average;4.40;Green;true;;;;;;;;;;
IID000000002597984;Guangzhou Haige Communications Group Incorporated Company;002465;China;CN;Technology Hardware, Storage & Peripherals;12898;Communications Equipment;B;2.4;Aggressive;5.90;Green;;;;;;;;;true;;
IID000000002168481;Guangzhou Lingnan Group Holdings Company Limited;000524;China;CN;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;;;;
IID000000002168487;Guangzhou R&F Properties Co., Ltd.;2777;China;CN;Real Estate Development & Diversified Activities;13198;Real Estate Development;B;2.1;Average;3.70;Green;;;;true;;;;;;;
IID000000002810245;Guangzhou Restaurant Co Ltd;;China;CN;Restaurants;15693;Restaurants;;;;;;;;;true;;;;;;;
IID000000002133614;Guangzhou Yuetai Group Co., Ltd.;600393;China;CN;Real Estate Development & Diversified Activities;13198;Real Estate Development;;;;;;;;;true;;;;;;;
IID000000002597229;Guangzhou Zhujiang Brewery Co., Ltd.;002461;China;CN;Beverages;15689;Brewers;;;Average;;;;;;true;;;;;;;
IID000000002923792;Guardant Health Inc;GH;United States of America;US;Health Care Providers & Services;12918;Health Care Services;;;;;Green;;;;;;;;;;;
IID000000002168507;Gubernija AB;;Lithuania;LT;Beverages;15689;Brewers;;;;;;;;;true;;;;;;;
IID000000002168525;Guilin Tourism Corporation Limited;;China;CN;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;;;;
IID000000002168527;Guinness Ghana Breweries Ltd;GGBL;Ghana;GH;Beverages;15689;Brewers;;;Conservative;;;;;;true;;;;;;;
IID000000002130228;Guinness Nigeria PLC;GUINNESS;Nigeria;NG;Beverages;15689;Brewers;;;Average;;;;;;true;;;;;;;
IID000000002124512;Gujarat Hotels Ltd;507960;India;IN;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;;;;;;;true;;;;;;;
IID000000002822930;Gulf Energy Development Public Company Limited;GULF;Thailand;TH;Utilities;15700;Independent Power Producers & Energy Traders;B;2.6;;5.80;Green;;;;;;;;;;;
IID000000002153151;Gulf Hotel Group BSC;GHG;Bahrain;BH;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Aggressive;;;;;;true;;;;;;;
IID000000002168566;Gulf Hotels Oman Co Ltd SAOG;GHOS;Oman;OM;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;;;;
IID000000002168583;Gulshan Polyols Ltd;GULPOLY;India;IN;Specialty Chemicals;12945;Specialty Chemicals;;;Aggressive;;;;;;true;;;;true;;;
IID000000002140544;Gunnebo Aktiebolag;GUNN;Sweden;SE;Commercial Services & Supplies;12895;Security & Alarm Services;;;Average;;;;;;;;true;;;;;
IID000000002237413;Guotai Junan Securities Co., Ltd.;601211;China;CN;Investment Banking & Brokerage;15359;Investment Banking & Brokerage;B;2.7;Aggressive;5.00;Green;;;;;;;;;;;
IID000000002660897;Gurktaler AG;GAGS;Austria;AT;Beverages;15689;Distillers & Vintners;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002667769;Gusbourne PLC;GUS;United Kingdom;GB;Beverages;15689;Distillers & Vintners;;;;;;;;;true;;;;;;;
